,date,teamAway,teamHome,attendance
21958,10/04/2005,Detroit Pistons,Miami Heat,20218
21959,10/04/2005,Portland Trail Blazers,New Orleans Hornets,16022
21960,10/04/2005,Los Angeles Lakers,Sacramento Kings,17317
21961,09/04/2005,Minnesota Timberwolves,Atlanta Hawks,17583
21962,09/04/2005,Toronto Raptors,Chicago Bulls,22281
21963,09/04/2005,Milwaukee Bucks,Cleveland Cavaliers,20562
21964,09/04/2005,Utah Jazz,Dallas Mavericks,20387
21965,09/04/2005,Seattle SuperSonics,Denver Nuggets,19751
21966,09/04/2005,San Antonio Spurs,Los Angeles Clippers,19748
21967,09/04/2005,Boston Celtics,New Jersey Nets,15103
21968,09/04/2005,Houston Rockets,Phoenix Suns,18422
21969,09/04/2005,Philadelphia 76ers,Washington Wizards,20173
21970,08/04/2005,Phoenix Suns,Golden State Warriors,20043
21971,08/04/2005,Washington Wizards,Indiana Pacers,18345
21972,08/04/2005,Miami Heat,Memphis Grizzlies,18119
21973,08/04/2005,Charlotte Bobcats,Milwaukee Bucks,15274
21974,08/04/2005,Denver Nuggets,Minnesota Timberwolves,19904
21975,08/04/2005,Utah Jazz,New Orleans Hornets,13860
21976,08/04/2005,Chicago Bulls,New York Knicks,19763
21977,08/04/2005,Detroit Pistons,Orlando Magic,17283
21978,08/04/2005,Cleveland Cavaliers,Philadelphia 76ers,20800
21979,08/04/2005,Sacramento Kings,Portland Trail Blazers,17539
21980,08/04/2005,Los Angeles Lakers,Seattle SuperSonics,17072
21981,08/04/2005,Atlanta Hawks,Toronto Raptors,14352
21982,07/04/2005,San Antonio Spurs,Dallas Mavericks,0
21983,07/04/2005,Houston Rockets,Los Angeles Lakers,18212
21984,07/04/2005,New York Knicks,New Jersey Nets,17533
21985,06/04/2005,Milwaukee Bucks,Boston Celtics,17210
21986,06/04/2005,Washington Wizards,Detroit Pistons,22076
21987,06/04/2005,Cleveland Cavaliers,Indiana Pacers,17260
21988,06/04/2005,Utah Jazz,Minnesota Timberwolves,15022
21989,06/04/2005,Denver Nuggets,New Orleans Hornets,14654
21990,06/04/2005,Chicago Bulls,Orlando Magic,13847
21991,06/04/2005,Charlotte Bobcats,Philadelphia 76ers,16209
21992,06/04/2005,Golden State Warriors,Portland Trail Blazers,16129
21993,06/04/2005,Los Angeles Clippers,San Antonio Spurs,18797
21994,06/04/2005,Memphis Grizzlies,Toronto Raptors,14964
21995,05/04/2005,New Orleans Hornets,Atlanta Hawks,11500
21996,05/04/2005,Los Angeles Clippers,Charlotte Bobcats,9580
21997,05/04/2005,New Jersey Nets,Cleveland Cavaliers,18668
21998,05/04/2005,Orlando Magic,Dallas Mavericks,19969
21999,05/04/2005,Houston Rockets,Golden State Warriors,16638
22000,05/04/2005,Denver Nuggets,Memphis Grizzlies,18119
22001,05/04/2005,Chicago Bulls,Miami Heat,20206
22002,05/04/2005,Indiana Pacers,New York Knicks,19763
22003,05/04/2005,Los Angeles Lakers,Phoenix Suns,18422
22004,05/04/2005,Seattle SuperSonics,Sacramento Kings,17317
22005,05/04/2005,Portland Trail Blazers,Utah Jazz,17443
22006,05/04/2005,Boston Celtics,Washington Wizards,14902
22007,03/04/2005,Los Angeles Clippers,Atlanta Hawks,11508
22008,03/04/2005,Philadelphia 76ers,Boston Celtics,18624
22009,03/04/2005,Dallas Mavericks,Cleveland Cavaliers,20562
22010,03/04/2005,Seattle SuperSonics,Golden State Warriors,17296
22011,03/04/2005,Phoenix Suns,Houston Rockets,18203
22012,03/04/2005,Los Angeles Lakers,Memphis Grizzlies,18119
22013,03/04/2005,New York Knicks,Milwaukee Bucks,15201
22014,03/04/2005,Minnesota Timberwolves,Sacramento Kings,17317
22015,03/04/2005,Detroit Pistons,Toronto Raptors,19800
22016,03/04/2005,Indiana Pacers,Washington Wizards,20173
22017,02/04/2005,Charlotte Bobcats,Chicago Bulls,22074
22018,02/04/2005,Orlando Magic,New Jersey Nets,15342
22019,02/04/2005,Miami Heat,New Orleans Hornets,18582
22020,02/04/2005,Denver Nuggets,Portland Trail Blazers,17638
22021,02/04/2005,Los Angeles Lakers,San Antonio Spurs,18797
22022,01/04/2005,Boston Celtics,Atlanta Hawks,16602
22023,01/04/2005,Toronto Raptors,Charlotte Bobcats,13550
22024,01/04/2005,Sacramento Kings,Cleveland Cavaliers,20562
22025,01/04/2005,San Antonio Spurs,Denver Nuggets,19730
22026,01/04/2005,Los Angeles Clippers,Detroit Pistons,22076
22027,01/04/2005,New Orleans Hornets,Houston Rockets,18148
22028,01/04/2005,Memphis Grizzlies,Milwaukee Bucks,14983
22029,01/04/2005,New Jersey Nets,New York Knicks,19763
22030,01/04/2005,Washington Wizards,Orlando Magic,14107
22031,01/04/2005,Dallas Mavericks,Philadelphia 76ers,20464
22032,01/04/2005,Minnesota Timberwolves,Phoenix Suns,18422
22033,01/04/2005,Portland Trail Blazers,Seattle SuperSonics,17072
22034,01/04/2005,Golden State Warriors,Utah Jazz,18544
22035,31/03/2005,Cleveland Cavaliers,Chicago Bulls,22678
22036,31/03/2005,Miami Heat,Indiana Pacers,18345
22037,31/03/2005,Minnesota Timberwolves,Los Angeles Lakers,18997
22038,30/03/2005,Dallas Mavericks,Boston Celtics,18624
22039,30/03/2005,Chicago Bulls,Charlotte Bobcats,12606
22040,30/03/2005,Sacramento Kings,Detroit Pistons,22076
22041,30/03/2005,Golden State Warriors,Milwaukee Bucks,14936
22042,30/03/2005,Los Angeles Clippers,New Jersey Nets,15157
22043,30/03/2005,Toronto Raptors,Orlando Magic,12410
22044,30/03/2005,Philadelphia 76ers,Phoenix Suns,18422
22045,30/03/2005,Houston Rockets,Portland Trail Blazers,17840
22046,30/03/2005,Seattle SuperSonics,San Antonio Spurs,18797
22047,30/03/2005,Denver Nuggets,Utah Jazz,17444
22048,30/03/2005,Atlanta Hawks,Washington Wizards,14815
22049,29/03/2005,Los Angeles Clippers,Cleveland Cavaliers,20562
22050,29/03/2005,New York Knicks,Los Angeles Lakers,18997
22051,29/03/2005,Seattle SuperSonics,Memphis Grizzlies,17256
22052,29/03/2005,Toronto Raptors,Miami Heat,20197
22053,28/03/2005,New Jersey Nets,Charlotte Bobcats,11376
22054,28/03/2005,Memphis Grizzlies,Chicago Bulls,21935
22055,28/03/2005,Dallas Mavericks,Detroit Pistons,22076
22056,28/03/2005,New York Knicks,Golden State Warriors,15734
22057,28/03/2005,Indiana Pacers,Milwaukee Bucks,14071
22058,28/03/2005,Cleveland Cavaliers,New Orleans Hornets,16118
22059,28/03/2005,Atlanta Hawks,Orlando Magic,12124
22060,28/03/2005,Denver Nuggets,Phoenix Suns,18422
22061,28/03/2005,Washington Wizards,Portland Trail Blazers,14514
22062,28/03/2005,Philadelphia 76ers,Sacramento Kings,17317
22063,28/03/2005,Houston Rockets,Utah Jazz,17136
22064,27/03/2005,Philadelphia 76ers,Los Angeles Lakers,18347
22065,27/03/2005,Los Angeles Clippers,Minnesota Timberwolves,14007
22066,27/03/2005,Houston Rockets,San Antonio Spurs,18797
22067,27/03/2005,Washington Wizards,Seattle SuperSonics,16333
22068,26/03/2005,Toronto Raptors,Atlanta Hawks,16648
22069,26/03/2005,Miami Heat,Charlotte Bobcats,23319
22070,26/03/2005,Indiana Pacers,Chicago Bulls,22755
22071,26/03/2005,Cleveland Cavaliers,Dallas Mavericks,0
22072,26/03/2005,Sacramento Kings,Denver Nuggets,19729
22073,26/03/2005,Boston Celtics,Detroit Pistons,22076
22074,26/03/2005,New Orleans Hornets,Memphis Grizzlies,18119
22075,26/03/2005,Minnesota Timberwolves,New Jersey Nets,17849
22076,26/03/2005,Phoenix Suns,Orlando Magic,17283
22077,26/03/2005,New York Knicks,Portland Trail Blazers,15656
22078,26/03/2005,Milwaukee Bucks,Utah Jazz,18677
22079,25/03/2005,Chicago Bulls,Boston Celtics,18624
22080,25/03/2005,Indiana Pacers,Detroit Pistons,22076
22081,25/03/2005,Milwaukee Bucks,Golden State Warriors,16371
22082,25/03/2005,Washington Wizards,Los Angeles Clippers,19239
22083,25/03/2005,Phoenix Suns,Miami Heat,20278
22084,25/03/2005,Houston Rockets,New Orleans Hornets,15847
22085,25/03/2005,Toronto Raptors,Philadelphia 76ers,18521
22086,25/03/2005,Atlanta Hawks,San Antonio Spurs,18797
22087,25/03/2005,New York Knicks,Seattle SuperSonics,17072
22088,24/03/2005,Los Angeles Lakers,Denver Nuggets,19866
22089,24/03/2005,Cleveland Cavaliers,Houston Rockets,0
22090,24/03/2005,Memphis Grizzlies,New Jersey Nets,13732
22091,24/03/2005,Charlotte Bobcats,Orlando Magic,14431
22092,24/03/2005,Seattle SuperSonics,Portland Trail Blazers,17019
22093,24/03/2005,Dallas Mavericks,Sacramento Kings,17317
22094,24/03/2005,Washington Wizards,Utah Jazz,17936
22095,23/03/2005,Phoenix Suns,Charlotte Bobcats,11664
22096,23/03/2005,Dallas Mavericks,Golden State Warriors,16183
22097,23/03/2005,San Antonio Spurs,Indiana Pacers,16560
22098,23/03/2005,Milwaukee Bucks,Los Angeles Clippers,17708
22099,23/03/2005,New Orleans Hornets,Minnesota Timberwolves,15877
22100,23/03/2005,Boston Celtics,New York Knicks,19763
22101,23/03/2005,Detroit Pistons,Philadelphia 76ers,19522
22102,23/03/2005,Chicago Bulls,Toronto Raptors,16974
22103,22/03/2005,Phoenix Suns,Atlanta Hawks,14521
22104,22/03/2005,Detroit Pistons,Cleveland Cavaliers,20562
22105,22/03/2005,Washington Wizards,Denver Nuggets,16712
22106,22/03/2005,Miami Heat,Houston Rockets,18292
22107,22/03/2005,Indiana Pacers,New Jersey Nets,14532
22108,22/03/2005,Portland Trail Blazers,Sacramento Kings,17317
22109,22/03/2005,Milwaukee Bucks,Seattle SuperSonics,16197
22110,22/03/2005,Los Angeles Lakers,Utah Jazz,18746
22111,21/03/2005,Orlando Magic,Charlotte Bobcats,10727
22112,21/03/2005,Atlanta Hawks,Chicago Bulls,0
22113,21/03/2005,New Orleans Hornets,Dallas Mavericks,19997
22114,21/03/2005,Portland Trail Blazers,Los Angeles Clippers,16498
22115,21/03/2005,San Antonio Spurs,New York Knicks,19763
22116,20/03/2005,Milwaukee Bucks,Denver Nuggets,16816
22117,20/03/2005,San Antonio Spurs,Detroit Pistons,22076
22118,20/03/2005,New Jersey Nets,Indiana Pacers,18345
22119,20/03/2005,Seattle SuperSonics,Los Angeles Lakers,18997
22120,20/03/2005,Phoenix Suns,Memphis Grizzlies,18119
22121,20/03/2005,Houston Rockets,Minnesota Timberwolves,18071
22122,20/03/2005,Golden State Warriors,Sacramento Kings,17317
22123,20/03/2005,Cleveland Cavaliers,Toronto Raptors,19800
22124,19/03/2005,Charlotte Bobcats,Dallas Mavericks,20331
22125,19/03/2005,Sacramento Kings,Los Angeles Clippers,19816
22126,19/03/2005,New York Knicks,Miami Heat,20268
22127,19/03/2005,Boston Celtics,New Orleans Hornets,17059
22128,19/03/2005,Chicago Bulls,Philadelphia 76ers,20599
22129,19/03/2005,Orlando Magic,Portland Trail Blazers,15395
22130,19/03/2005,Utah Jazz,Washington Wizards,20173
22131,18/03/2005,New York Knicks,Atlanta Hawks,16027
22132,18/03/2005,New Orleans Hornets,Chicago Bulls,22217
22133,18/03/2005,Philadelphia 76ers,Cleveland Cavaliers,20562
22134,18/03/2005,Los Angeles Clippers,Denver Nuggets,18915
22135,18/03/2005,Toronto Raptors,Detroit Pistons,22076
22136,18/03/2005,Boston Celtics,Houston Rockets,18219
22137,18/03/2005,Los Angeles Lakers,Indiana Pacers,18345
22138,18/03/2005,Minnesota Timberwolves,Memphis Grizzlies,18119
22139,18/03/2005,Washington Wizards,Milwaukee Bucks,15108
22140,18/03/2005,Utah Jazz,New Jersey Nets,0
22141,18/03/2005,Golden State Warriors,Phoenix Suns,18422
22142,18/03/2005,Charlotte Bobcats,San Antonio Spurs,17798
22143,18/03/2005,Orlando Magic,Seattle SuperSonics,17072
22144,17/03/2005,Portland Trail Blazers,Dallas Mavericks,20092
22145,17/03/2005,Sacramento Kings,Golden State Warriors,17836
22146,17/03/2005,Los Angeles Lakers,Miami Heat,20272
22147,16/03/2005,Washington Wizards,Atlanta Hawks,12848
22148,16/03/2005,Toronto Raptors,Boston Celtics,17020
22149,16/03/2005,Charlotte Bobcats,Denver Nuggets,16527
22150,16/03/2005,Seattle SuperSonics,Detroit Pistons,22076
22151,16/03/2005,Portland Trail Blazers,Houston Rockets,18007
22152,16/03/2005,Utah Jazz,Indiana Pacers,14754
22153,16/03/2005,Orlando Magic,Los Angeles Clippers,18054
22154,16/03/2005,Cleveland Cavaliers,Milwaukee Bucks,17624
22155,16/03/2005,Chicago Bulls,New Jersey Nets,14244
22156,16/03/2005,Memphis Grizzlies,New Orleans Hornets,14164
22157,16/03/2005,Minnesota Timberwolves,San Antonio Spurs,18797
22158,15/03/2005,Seattle SuperSonics,Chicago Bulls,21762
22159,15/03/2005,Utah Jazz,Cleveland Cavaliers,0
22160,15/03/2005,Minnesota Timberwolves,Dallas Mavericks,20434
22161,15/03/2005,Miami Heat,New York Knicks,19763
22162,15/03/2005,Los Angeles Lakers,Philadelphia 76ers,20778
22163,15/03/2005,Orlando Magic,Sacramento Kings,17317
22164,14/03/2005,Detroit Pistons,Atlanta Hawks,15733
22165,14/03/2005,Boston Celtics,Charlotte Bobcats,11103
22166,14/03/2005,Houston Rockets,Golden State Warriors,19147
22167,14/03/2005,Portland Trail Blazers,Memphis Grizzlies,16165
22168,14/03/2005,Milwaukee Bucks,Miami Heat,0
22169,14/03/2005,New Orleans Hornets,San Antonio Spurs,18797
22170,14/03/2005,Los Angeles Lakers,Washington Wizards,20173
22171,13/03/2005,Washington Wizards,Boston Celtics,17190
22172,13/03/2005,Indiana Pacers,Cleveland Cavaliers,20562
22173,13/03/2005,Phoenix Suns,Denver Nuggets,19566
22174,13/03/2005,Utah Jazz,Detroit Pistons,22076
22175,13/03/2005,Chicago Bulls,Los Angeles Clippers,19060
22176,13/03/2005,Dallas Mavericks,Minnesota Timberwolves,19420
22177,13/03/2005,Seattle SuperSonics,New York Knicks,19763
22178,13/03/2005,New Jersey Nets,Orlando Magic,14007
22179,13/03/2005,Houston Rockets,Sacramento Kings,17317
22180,13/03/2005,Philadelphia 76ers,Toronto Raptors,19800
22181,12/03/2005,Golden State Warriors,Atlanta Hawks,17417
22182,12/03/2005,Los Angeles Lakers,Charlotte Bobcats,23319
22183,12/03/2005,New Jersey Nets,Miami Heat,20054
22184,12/03/2005,Milwaukee Bucks,New Orleans Hornets,14899
22185,12/03/2005,Memphis Grizzlies,Portland Trail Blazers,17553
22186,12/03/2005,Denver Nuggets,San Antonio Spurs,18797
22187,11/03/2005,Detroit Pistons,Boston Celtics,18624
22188,11/03/2005,Golden State Warriors,Indiana Pacers,18345
22189,11/03/2005,Dallas Mavericks,Milwaukee Bucks,16489
22190,11/03/2005,Minnesota Timberwolves,Orlando Magic,16326
22191,11/03/2005,Charlotte Bobcats,Philadelphia 76ers,19765
22192,11/03/2005,Houston Rockets,Phoenix Suns,18422
22193,11/03/2005,Los Angeles Clippers,Sacramento Kings,17317
22194,11/03/2005,Chicago Bulls,Seattle SuperSonics,17072
22195,11/03/2005,Atlanta Hawks,Toronto Raptors,17890
22196,11/03/2005,Memphis Grizzlies,Utah Jazz,18468
22197,10/03/2005,Los Angeles Lakers,Dallas Mavericks,20411
22198,10/03/2005,Minnesota Timberwolves,Miami Heat,19854
22199,09/03/2005,Atlanta Hawks,Boston Celtics,16089
22200,09/03/2005,Golden State Warriors,Detroit Pistons,22076
22201,09/03/2005,New Jersey Nets,New Orleans Hornets,11569
22202,09/03/2005,San Antonio Spurs,Phoenix Suns,18422
22203,09/03/2005,Chicago Bulls,Portland Trail Blazers,14251
22204,09/03/2005,Orlando Magic,Toronto Raptors,17362
22205,08/03/2005,Orlando Magic,Cleveland Cavaliers,18148
22206,08/03/2005,Los Angeles Clippers,Los Angeles Lakers,18225
22207,08/03/2005,Atlanta Hawks,Milwaukee Bucks,13117
22208,08/03/2005,Charlotte Bobcats,Minnesota Timberwolves,16333
22209,08/03/2005,Washington Wizards,New York Knicks,19763
22210,08/03/2005,Golden State Warriors,Philadelphia 76ers,17990
22211,08/03/2005,Memphis Grizzlies,Sacramento Kings,17317
22212,08/03/2005,New Jersey Nets,San Antonio Spurs,17588
22213,08/03/2005,Houston Rockets,Seattle SuperSonics,17072
22214,08/03/2005,Indiana Pacers,Utah Jazz,18452
22215,07/03/2005,Milwaukee Bucks,Chicago Bulls,20042
22216,07/03/2005,Toronto Raptors,Dallas Mavericks,19509
22217,07/03/2005,Portland Trail Blazers,Denver Nuggets,18707
22218,07/03/2005,Memphis Grizzlies,Los Angeles Clippers,15754
22219,07/03/2005,Philadelphia 76ers,Miami Heat,20261
22220,06/03/2005,Minnesota Timberwolves,Boston Celtics,17242
22221,06/03/2005,Miami Heat,Cleveland Cavaliers,20562
22222,06/03/2005,Dallas Mavericks,Houston Rockets,18195
22223,06/03/2005,Indiana Pacers,Los Angeles Lakers,18997
22224,06/03/2005,Toronto Raptors,New Orleans Hornets,10638
22225,06/03/2005,Golden State Warriors,New York Knicks,19763
22226,06/03/2005,Detroit Pistons,Sacramento Kings,17317
22227,06/03/2005,Utah Jazz,San Antonio Spurs,18797
22228,06/03/2005,Phoenix Suns,Seattle SuperSonics,17072
22229,05/03/2005,Philadelphia 76ers,Atlanta Hawks,19446
22230,05/03/2005,Washington Wizards,Charlotte Bobcats,15301
22231,05/03/2005,Denver Nuggets,Los Angeles Clippers,18423
22232,05/03/2005,Chicago Bulls,Milwaukee Bucks,18717
22233,05/03/2005,Orlando Magic,New Jersey Nets,16101
22234,05/03/2005,Portland Trail Blazers,Phoenix Suns,18422
22235,04/03/2005,Charlotte Bobcats,Boston Celtics,17011
22236,04/03/2005,Dallas Mavericks,Los Angeles Lakers,18997
22237,04/03/2005,Toronto Raptors,Memphis Grizzlies,18119
22238,04/03/2005,Sacramento Kings,Miami Heat,20122
22239,04/03/2005,Milwaukee Bucks,Minnesota Timberwolves,18779
22240,04/03/2005,Utah Jazz,New Orleans Hornets,14681
22241,04/03/2005,New York Knicks,Orlando Magic,16007
22242,04/03/2005,Cleveland Cavaliers,Philadelphia 76ers,20883
22243,04/03/2005,Indiana Pacers,Portland Trail Blazers,16263
22244,04/03/2005,Chicago Bulls,San Antonio Spurs,18797
22245,04/03/2005,Detroit Pistons,Seattle SuperSonics,17072
22246,04/03/2005,Golden State Warriors,Washington Wizards,16541
22247,03/03/2005,Indiana Pacers,Denver Nuggets,17811
22248,03/03/2005,Miami Heat,New Jersey Nets,17353
22249,03/03/2005,Detroit Pistons,Phoenix Suns,18422
22250,02/03/2005,Los Angeles Lakers,Boston Celtics,18624
22251,02/03/2005,Seattle SuperSonics,Cleveland Cavaliers,17522
22252,02/03/2005,Dallas Mavericks,Los Angeles Clippers,16531
22253,02/03/2005,Golden State Warriors,Minnesota Timberwolves,15074
22254,02/03/2005,Charlotte Bobcats,New Orleans Hornets,14517
22255,02/03/2005,Sacramento Kings,Orlando Magic,13568
22256,02/03/2005,New Jersey Nets,Philadelphia 76ers,18216
22257,02/03/2005,Toronto Raptors,San Antonio Spurs,17795
22258,02/03/2005,Atlanta Hawks,Utah Jazz,17766
22259,02/03/2005,Houston Rockets,Washington Wizards,18415
22260,01/03/2005,Sacramento Kings,Charlotte Bobcats,11790
22261,01/03/2005,Houston Rockets,Chicago Bulls,0
22262,01/03/2005,Atlanta Hawks,Denver Nuggets,15341
22263,01/03/2005,Seattle SuperSonics,Indiana Pacers,14971
22264,01/03/2005,Golden State Warriors,Memphis Grizzlies,14209
22265,01/03/2005,Philadelphia 76ers,Milwaukee Bucks,13978
22266,01/03/2005,Detroit Pistons,Portland Trail Blazers,17664
22267,28/02/2005,San Antonio Spurs,Cleveland Cavaliers,18216
22268,28/02/2005,New Orleans Hornets,Dallas Mavericks,19947
22269,28/02/2005,Los Angeles Lakers,New York Knicks,19763
22270,28/02/2005,Los Angeles Clippers,Utah Jazz,18565
22271,27/02/2005,Detroit Pistons,Golden State Warriors,16892
22272,27/02/2005,Utah Jazz,Houston Rockets,18182
22273,27/02/2005,Atlanta Hawks,Los Angeles Clippers,18306
22274,27/02/2005,Seattle SuperSonics,Milwaukee Bucks,0
22275,27/02/2005,Cleveland Cavaliers,New Jersey Nets,18452
22276,27/02/2005,Denver Nuggets,New Orleans Hornets,14548
22277,27/02/2005,Miami Heat,Orlando Magic,17283
22278,27/02/2005,Boston Celtics,Phoenix Suns,18422
22279,27/02/2005,Minnesota Timberwolves,Portland Trail Blazers,17068
22280,27/02/2005,Los Angeles Lakers,Toronto Raptors,19800
22281,27/02/2005,Sacramento Kings,Washington Wizards,20173
